Number   ,Headword   ,Related word forms   ,SFI   ,U   
2237,shadow,shadows,54.8,30
2238,strip,"stripped, stripping, strips",54.8,30
2239,smooth,"smoothed, smoother, smoothest, smoothing",54.8,30
2240,intervention,interventions,54.8,30
2241,impress,"impressed, impresses, impressing",54.8,30
2242,exam,exams,54.8,30
2243,vice,vices,54.8,30
2244,radical,radicals,54.8,30
2245,similarly,,54.8,30
2246,behave,"behaved, behaves, behaving",54.8,30
2247,loud,"louder, loudest",54.8,30
2248,dimension,"dimensioned, dimensioning, dimensions",54.8,30
2249,subsequent,,54.8,30
2250,infection,infections,54.8,30
2251,jacket,jackets,54.8,30
2252,efficiency,efficiencies,54.8,30
2253,dirty,"dirtied, dirtier, dirties, dirtiest, dirtying",54.8,30
2254,statistic,statistics,54.8,30
2255,regularly,,54.8,30
2256,resort,"resorted, resorting, resorts",54.8,30
2257,iron,"ironed, ironing, irons",54.8,30
2258,broadcast,"broadcasted, broadcasting, broadcasts",54.8,30
2259,membership,memberships,54.8,30
2260,bread,"breaded, breading, breads",54.8,30
2261,blind,"blinded, blinder, blindest, blinding, blinds",54.8,30
2262,pure,"purer, purest",54.8,30
2263,bloody,"bloodied, bloodier, bloodies, bloodiest, bloodying",54.8,30
2264,ally,"allied, allies",54.8,30
2265,quantity,quantities,54.8,30
2266,bend,"bended, bending, bends, bent",54.8,30
2267,mature,"matured, matures, maturing",54.8,30
2268,briefly,,54.7,30
2269,alarm,"alarmed, alarming, alarms",54.7,30
2270,disturb,"disturbed, disturbing, disturbs",54.7,30
2271,sustain,"sustained, sustaining, sustains",54.7,30
2272,flood,"flooded, flooding, floods",54.7,30
2273,poverty,,54.7,30
2274,crazy,"crazier, crazies, craziest",54.7,30
2275,cite,"cited, cites, citing",54.7,30
2276,newly,,54.7,30
2277,parallel,"paralleled, paralleling, parallels",54.7,30
2278,gender,"gendered, genders",54.7,30
2279,sponsor,"sponsored, sponsoring, sponsors",54.7,30
2280,boot,"booted, booting, boots",54.7,30
2281,accurate,,54.7,30
2282,dealer,dealers,54.7,29
2283,button,"buttoned, buttoning, buttons",54.7,29
2284,burden,"burdened, burdening, burdens",54.7,29
2285,desert,"deserted, deserting, deserts",54.7,29
2286,mate,"mated, mates, mating",54.7,29
2287,occasionally,,54.7,29
2288,shareholder,shareholders,54.7,29
2289,bowl,"bowled, bowling, bowls",54.7,29
2290,discovery,discoveries,54.7,29
2291,resistance,resistances,54.7,29
2292,bath,baths,54.7,29
2293,frequency,frequencies,54.7,29
2294,criticize,"criticise, criticised, criticises, criticising, criticized, criticizes, criticizing",54.7,29
2295,tap,"tapped, tapping, taps",54.7,29
2296,philosophy,philosophies,54.7,29
2297,lip,"lipped, lips",54.6,29
2298,attribute,"attributed, attributes, attributing",54.6,29
2299,apologize,"apologise, apologised, apologises, apologising, apologized, apologizes, apologizing",54.6,29
2300,approval,approvals,54.6,29
2301,grab,"grabbed, grabbing, grabs",54.6,29
2302,entitle,"entitled, entitles, entitling",54.6,29
2303,lend,"lending, lends, lent",54.6,29
2304,involvement,involvements,54.6,29
2305,exposure,exposures,54.6,29
2306,conventional,,54.6,29
2307,digital,digitals,54.6,29
2308,translate,"translated, translates, translating",54.6,29
2309,edit,"edited, editing, edits",54.6,29
2310,formation,formations,54.6,29
2311,deposit,"deposited, depositing, deposits",54.6,29
2312,pleasant,"pleasanter, pleasantest",54.6,29
2313,overseas,oversea,54.6,29
2314,advocate,"advocated, advocates, advocating",54.6,29
2315,establishment,establishments,54.6,29
2316,summary,summaries,54.6,29
2317,rough,"roughed, rougher, roughest, roughing, roughs",54.6,29
2318,pen,"penned, penning, pens",54.6,29
2319,recovery,recoveries,54.5,28
2320,seal,"sealed, sealing, seals",54.5,28
2321,tube,"tubed, tubes, tubing",54.5,28
2322,tower,"towered, towering, towers",54.5,28
2323,characterize,"characterise, characterised, characterises, characterising, characterized, characterizes, characterizing",54.5,28
2324,specify,"specified, specifies, specifying",54.5,28
2325,exact,"exacted, exacting, exacts",54.5,28
2326,spin,"spinning, spins, spun",54.5,28
2327,operator,operators,54.5,28
2328,infant,infants,54.5,28
2329,dig,"digging, digs, dug",54.5,28
2330,drag,"dragged, dragging, drags",54.5,28
2331,mount,"mounted, mounting, mounts",54.5,28
2332,wrap,"wrapped, wrapping, wraps",54.5,28
2333,anticipate,"anticipated, anticipates, anticipating",54.5,28
2334,dependent,dependents,54.5,28
2335,specialize,"specialise, specialised, specialises, specialising, specialized, specializes, specializing",54.5,28
2336,angle,"angled, angles, angling",54.5,28
2337,chicken,"chickened, chickens",54.5,28
2338,anxiety,anxieties,54.5,28
2339,virus,viruses,54.5,28
2340,precisely,,54.5,28
2341,rival,"rivaled, rivaling, rivalled, rivalling, rivals",54.5,28
2342,offense,"offence, offences, offenses",54.5,28
2343,detect,"detected, detecting, detects",54.5,28
2344,teenager,teenagers,54.5,28
2345,admire,"admired, admires, admiring",54.5,28
2346,moderate,"moderated, moderates, moderating",54.5,28
2347,surgery,surgeries,54.5,28
2348,musician,musicians,54.5,28
2349,significance,significances,54.5,28
2350,shower,"showered, showering, showers",54.5,28
2351,illegal,,54.4,28
2352,charity,charities,54.4,28
2353,universal,universals,54.4,28
2354,cigarette,cigarettes,54.4,28
2355,constitute,"constituted, constitutes, constituting",54.4,28
2356,adequate,,54.4,28
2357,consultant,consultants,54.4,28
2358,historian,historians,54.4,28
2359,cousin,cousins,54.4,28
2360,visual,visuals,54.4,28
2361,stupid,"stupider, stupidest",54.4,28
2362,keen,"keened, keener, keenest, keening, keens",54.4,28
2363,ethnic,ethnics,54.4,28
2364,twin,twins,54.4,28
2365,clinical,,54.4,28
2366,eastern,,54.4,28
2367,forecast,"forecasted, forecasting, forecasts",54.4,28
2368,segment,"segmented, segmenting, segments",54.4,28
2369,custom,customs,54.4,28
2370,adapt,"adapted, adapting, adapts",54.4,28
2371,sand,"sanded, sanding, sands",54.4,28
2372,cap,"capped, capping, caps",54.4,27
2373,prompt,"prompted, prompting, prompts",54.4,27
2374,charm,"charmed, charming, charms",54.4,27
2375,react,"reacted, reacting, reacts",54.4,27
2376,lecture,"lectured, lectures, lecturing",54.4,27
2377,venture,"ventured, ventures, venturing",54.4,27
2378,compound,"compounded, compounds",54.4,27
2379,rescue,"rescued, rescues, rescuing",54.4,27
2380,mess,"messed, messes, messing",54.4,27
2381,preference,preferences,54.4,27
2382,comprehensive,,54.4,27
2383,incentive,incentives,54.3,27
2384,league,leagues,54.3,27
2385,dialog,"dialoged, dialoging, dialogs, dialogue, dialogued, dialogues, dialoguing",54.3,27
2386,cream,"creamed, creaming, creams",54.3,27
2387,rapid,,54.3,27
2388,cancel,"canceled, canceling, cancelled, cancelling, cancels",54.3,27
2389,regret,"regrets, regretted, regretting",54.3,27
2390,dismiss,"dismissed, dismisses, dismissing",54.3,27
2391,margin,margins,54.3,27
2392,beneath,,54.3,27
2393,opponent,opponents,54.3,27
2394,resist,"resisted, resisting, resists",54.3,27
2395,capability,capabilities,54.3,27
2396,absolute,absolutes,54.3,27
2397,correspond,"corresponded, corresponding, corresponds",54.3,27
2398,stroke,"stroked, strokes, stroking",54.3,27
2399,dare,"dared, dares, daring",54.3,27
2400,barrier,barriers,54.3,27
2401,rid,"ridded, ridding, rids",54.3,27
2402,divorce,"divorced, divorces, divorcing",54.3,27
2403,ruin,"ruined, ruining, ruins",54.3,27
2404,bury,"buried, buries, burying",54.3,27
2405,counsel,"counseled, counseling, counselled, counselling, counsels",54.3,27
2406,tendency,tendencies,54.3,27
2407,frequent,"frequented, frequenting, frequents",54.3,27
2408,motor,"motored, motoring, motors",54.3,27
2409,survival,survivals,54.3,27
2410,counter,"countered, countering, counters",54.3,27
2411,possess,"possessed, possesses, possessing",54.2,27
2412,permission,permissions,54.2,27
2413,valley,valleys,54.2,27
2414,float,"floated, floating, floats",54.2,27
2415,mad,"madder, maddest",54.2,27
2416,greatly,,54.2,27
2417,visible,,54.2,26
2418,electric,electrics,54.2,26
2419,impressive,,54.2,26
2420,evolution,evolutions,54.2,26
2421,awareness,,54.2,26
2422,violent,,54.2,26
2423,slave,"slaved, slaves, slaving",54.2,26
2424,wealthy,"wealthier, wealthiest",54.2,26
2425,architecture,architectures,54.2,26
2426,acceptable,,54.2,26
2427,journal,"journaling, journals",54.2,26
2428,coal,coals,54.2,26
2429,measurement,measurements,54.2,26
2430,random,,54.2,26
2431,successfully,,54.2,26
2432,depress,"depressed, depresses, depressing",54.2,26
2433,illustration,illustrations,54.2,26
2434,burst,"bursting, bursts",54.2,26
2435,privilege,"privileged, privileges, privileging",54.2,26
2436,buyer,buyers,54.2,26
2437,mutual,,54.2,26
2438,rail,"railed, railing, railings, rails",54.2,26
2439,motivate,"motivated, motivates, motivating",54.2,26
2440,laboratory,laboratories,54.2,26
2441,mortgage,"mortgaged, mortgages",54.2,26
2442,promotion,promotions,54.1,26
2443,passion,passions,54.1,26
2444,champion,"championed, championing, champions",54.1,26
2445,fulfill,"fulfil, fulfiled, fulfiling, fulfilled, fulfilling, fulfills, fulfils",54.1,26
2446,dust,"dusted, dusting, dusts",54.1,26
2447,dedicate,"dedicated, dedicates, dedicating",54.1,26
2448,roughly,,54.1,26
2449,skirt,"skirted, skirting, skirts",54.1,26
2450,province,provinces,54.1,26
2451,march,"marched, marches, marching",54.1,26
2452,evaluation,evaluations,54.1,26
2453,compromise,"compromised, compromises, compromising",54.1,26
2454,accomplish,"accomplished, accomplishes, accomplishing",54.1,26
2455,weakness,weaknesses,54.1,26
2456,announcement,announcements,54.1,26
2457,salt,"salted, salting, salts",54.1,26
2458,glance,"glanced, glances, glancing",54.1,26
2459,opera,operas,54.1,26
2460,contest,"contested, contesting, contests",54.1,26
2461,brush,"brushed, brushes, brushing",54.1,26
2462,embarrass,"embarrassed, embarrasses, embarrassing",54.1,26
2463,gallery,galleries,54.1,26
2464,genetic,,54.1,26
2465,aggressive,,54.1,26
2466,chest,chests,54.1,26
2467,format,"formats, formatted, formatting",54.1,26
2468,literary,,54.1,26
2469,govern,"governed, governing, governs",54.1,26
2470,embrace,"embraced, embraces, embracing",54.1,25
2471,praise,"praised, praises, praising",54.1,25
2472,silent,,54,25
2473,pump,"pumped, pumping, pumps",54,25
2474,publisher,publishers,54,25
2475,celebration,celebrations,54,25
2476,golf,,54,25
2477,compensation,compensations,54,25
2478,classical,,54,25
2479,weigh,"weighed, weighing, weighs",54,25
2480,versus,,54,25
2481,deficit,deficits,54,25
2482,modify,"modified, modifies, modifying",54,25
2483,flash,"flashed, flashes, flashing",54,25
2484,friendship,friendships,54,25
2485,profession,professions,54,25
2486,literally,,54,25
2487,equation,equations,54,25
2488,gesture,"gestured, gestures, gesturing",54,25
2489,entertain,"entertained, entertaining, entertains",54,25
2490,fantastic,,54,25
2491,assign,"assigned, assigning, assigns",54,25
2492,inflation,inflations,54,25
2493,historic,,54,25
2494,injure,"injured, injures, injuring",54,25
2495,remote,"remoter, remotest",54,25
2496,therapy,therapies,54,25
2497,orange,oranges,54,25
2498,twist,"twisted, twisting, twists",54,25
2499,personnel,,54,25
2500,imagination,imaginations,54,25
2501,disagree,"disagreed, disagreeing, disagrees",54,25
2502,throat,throats,53.9,25
2503,insight,insights,53.9,25
2504,tackle,"tackled, tackles, tackling",53.9,25
2505,forever,,53.9,25
2506,exceed,"exceeded, exceeding, exceeds",53.9,25
2507,expenditure,expenditures,53.9,25
2508,joy,joys,53.9,25
2509,pregnant,,53.9,25
2510,reliable,reliables,53.9,25
2511,gear,"geared, gearing, gears",53.9,25
2512,poet,poets,53.9,25
2513,fortune,fortunes,53.9,25
2514,ceremony,ceremonies,53.9,25
2515,pile,"piled, piles, piling",53.9,25
2516,pig,"pigged, pigging, pigs",53.9,25
2517,mixture,mixtures,53.9,25
2518,automatically,,53.9,24
2519,scholar,scholars,53.9,24
2520,psychological,,53.9,24
2521,dramatically,,53.9,24
2522,stake,"staked, stakes, staking",53.9,24
2523,creature,creatures,53.9,24
2524,partnership,partnerships,53.9,24
2525,participation,participations,53.9,24
2526,clause,clauses,53.9,24
2527,penalty,penalties,53.9,24
2528,chamber,"chambered, chambering, chambers",53.9,24
2529,fancy,"fancied, fancies, fanciest, fancying",53.9,24
2530,poetry,poetries,53.9,24
2531,chat,"chats, chatted, chatting",53.9,24
2532,clothing,,53.9,24
2533,evolve,"evolved, evolves, evolving",53.9,24
2534,sake,sakes,53.8,24
2535,shelf,"shelved, shelves, shelving",53.8,24
2536,boost,"boosted, boosting, boosts",53.8,24
2537,tail,"tailed, tailing, tails",53.8,24
2538,possession,possessions,53.8,24
2539,abortion,abortions,53.8,24
2540,curious,curiouser,53.8,24
2541,wooden,,53.8,24
2542,boom,"boomed, booming, booms",53.8,24
2543,tale,tales,53.8,24
2544,democratic,,53.8,24
2545,maintenance,maintenances,53.8,24
2546,consequently,,53.8,24
2547,pot,"pots, potted, potting",53.8,24
2548,cow,"cowed, cowing, cows",53.8,24
2549,strengthen,"strengthened, strengthening, strengthens",53.8,24
2550,whilst,,53.8,24
2551,constraint,constraints,53.8,24
2552,fold,"folded, folding, folds",53.8,24
2553,bin,"binned, binning, bins",53.8,24
2554,undergo,"undergoes, undergoing, undergone, underwent",53.8,24
2555,potentially,,53.8,24
2556,scope,"scoped, scopes, scoping",53.8,24
2557,pretend,"pretended, pretending, pretends",53.8,24
2558,diversity,diversities,53.8,24
2559,allege,"alleged, alleges",53.8,24
2560,pride,"prided, prides, priding",53.8,24
2561,intense,,53.8,24
2562,inquiry,inquiries,53.8,24
2563,resign,"resigned, resigning, resigns",53.7,24
2564,craft,"crafted, crafting, crafts",53.7,24
2565,strict,"stricter, strictest",53.7,24
2566,concrete,"concreted, concretes, concreting",53.7,24
2567,shell,"shelled, shells",53.7,24
2568,damn,"damned, damning, damns",53.7,24
2569,distinct,,53.7,24
2570,humor,"humored, humoring, humors, humour, humoured, humours",53.7,24
2571,limitation,limitations,53.7,24
2572,indication,indications,53.7,23
2573,stability,stabilities,53.7,23
2574,wise,"wised, wiser, wises, wisest, wising",53.7,23
2575,neglect,"neglected, neglecting, neglects",53.7,23
2576,compose,"composed, composes, composing",53.7,23
2577,jail,"jailed, jailing, jails",53.7,23
2578,shelter,"sheltered, shelters",53.7,23
2579,mere,merest,53.7,23
2580,carbon,carbons,53.7,23
2581,regulate,"regulated, regulates, regulating",53.7,23
2582,cheese,cheeses,53.7,23
2583,trigger,"triggered, triggering, triggers",53.7,23
2584,pipe,"piped, pipes, piping",53.7,23
2585,destruction,destructions,53.7,23
2586,guitar,guitars,53.7,23
2587,flag,"flagged, flagging, flags",53.7,23
2588,piano,pianos,53.7,23
2589,magic,,53.7,23
2590,mystery,mysteries,53.7,23
2591,ski,"skied, skiing, skis",53.7,23
2592,whisper,"whispered, whispering, whispers",53.6,23
2593,rear,"reared, rearing, rears",53.6,23
2594,menu,menus,53.6,23
2595,species,,53.6,23
2596,moon,"mooned, moons",53.6,23
2597,presumably,,53.6,23
2598,bless,"blessed, blesses, blessing, blessings, blest",53.6,23
2599,airline,airlines,53.6,23
2600,amendment,amendments,53.6,23
2601,grandmother,grandmothers,53.6,23
2602,jury,juries,53.6,23
2603,cooperation,,53.6,23
2604,civilian,civilians,53.6,23
2605,composition,compositions,53.6,23
2606,coin,"coined, coining, coins",53.6,23
2607,regardless,,53.6,23
2608,scan,"scanned, scanning, scans",53.6,23
2609,bunch,"bunched, bunches, bunching",53.6,23
2610,racial,racials,53.6,23
2611,greet,"greeted, greeting, greetings, greets",53.6,23
2612,hopefully,,53.6,23
2613,sanction,"sanctioned, sanctioning, sanctions",53.6,23
2614,trick,"tricked, tricking, tricks",53.6,23
2615,paragraph,"paragraphed, paragraphing, paragraphs",53.6,23
2616,maker,makers,53.6,23
2617,chocolate,chocolates,53.6,23
2618,stimulate,"stimulated, stimulates, stimulating",53.6,23
2619,belt,"belted, belting, belts",53.6,23
2620,potato,potatoes,53.6,23
2621,narrative,narratives,53.6,23
2622,tissue,tissues,53.5,23
2623,barely,,53.5,23
2624,invent,"invented, inventing, invents",53.5,23
2625,tourism,,53.5,23
2626,pro,pros,53.5,23
2627,stair,stairs,53.5,23
2628,hesitate,"hesitated, hesitates, hesitating",53.5,23
2629,shine,"shined, shines, shining, shone",53.5,23
2630,motivation,motivations,53.5,23
2631,romantic,romantics,53.5,22
2632,firmly,,53.5,22
2633,interior,interiors,53.5,22
2634,stomach,"stomached, stomaching, stomachs",53.5,22
2635,nowhere,,53.5,22
2636,pray,"prayed, praying, prays",53.5,22
2637,championship,championships,53.5,22
2638,servant,servants,53.5,22
2639,immigrant,immigrants,53.5,22
2640,excess,excesses,53.5,22
2641,complexity,complexities,53.5,22
2642,liability,liabilities,53.5,22
2643,surprisingly,,53.5,22
2644,extract,"extracted, extracting, extracts",53.5,22
2645,implementation,implementations,53.4,22
2646,bias,"biased, biases, biasing",53.4,22
2647,differently,,53.4,22
2648,catalog,"cataloged, cataloging, catalogs, catalogue, catalogued, catalogues, cataloguing",53.4,22
2649,continuous,,53.4,22
2650,golden,,53.4,22
2651,stamp,"stamped, stamping, stamps",53.4,22
2652,guideline,guidelines,53.4,22
2653,envelope,envelopes,53.4,22
2654,knife,"knifed, knifes, knifing, knives",53.4,22
2655,biological,,53.4,22
2656,consume,"consumed, consumes, consuming",53.4,22
2657,luxury,luxuries,53.4,22
2658,weekly,weeklies,53.4,22
2659,wherever,,53.4,22
2660,bite,"bites, biting, bitten",53.4,22
2661,printer,printers,53.4,22
2662,firstly,,53.4,22
2663,anxious,,53.4,22
2664,adventure,"adventured, adventures, adventuring",53.4,22
2665,fence,"fenced, fences, fencing",53.4,22
2666,exhaust,"exhausted, exhausting, exhausts",53.4,22
2667,attraction,attractions,53.4,22
2668,ocean,oceans,53.4,22
2669,quietly,,53.4,22
2670,castle,"castled, castles, castling",53.4,22
2671,veteran,veterans,53.4,22
2672,reflection,reflections,53.4,22
2673,nerve,"nerved, nerves, nerving",53.4,22
2674,determination,determinations,53.3,22
2675,altogether,,53.3,22
2676,fiction,fictions,53.3,22
2677,carpet,"carpeted, carpeting, carpets",53.3,21
2678,cluster,"clustered, clustering, clusters",53.3,21
2679,confusion,confusions,53.3,21
2680,hurry,"hurried, hurries, hurrying",53.3,21
2681,logic,logics,53.3,21
2682,controversial,,53.3,21
2683,raw,"rawer, rawest",53.3,21
2684,grammar,grammars,53.3,21
2685,revise,"revised, revises, revising",53.3,21
2686,hint,"hinted, hinting, hints",53.3,21
2687,hook,"hooked, hooking, hooks",53.3,21
2688,bell,"belled, belling, bells",53.3,21
2689,liquid,liquids,53.2,21
2690,panic,"panicked, panicking, panics",53.2,21
2691,uncle,uncles,53.2,21
2692,rice,rices,53.2,21
2693,slope,slopes,53.2,21
2694,happiness,,53.2,21
2695,genuine,,53.2,21
2696,vessel,vessels,53.2,21
2697,verb,verbs,53.2,21
2698,reckon,"reckoned, reckoning, reckons",53.2,21
2699,silly,"sillier, silliest",53.2,21
2700,transportation,transportations,53.2,21
2701,harbor,"harbored, harboring, harbors, harbour, harbouring, harbours",53.2,21
2702,comedy,comedies,53.2,21
2703,chase,"chased, chases, chasing",53.2,21
2704,storage,storages,53.2,21
2705,universe,universes,53.2,21
2706,horrible,,53.2,21
2707,sheep,,53.2,21
2708,lover,lovers,53.2,21
2709,rat,"rats, ratted, ratting",53.2,21
2710,portrait,portraits,53.1,21
2711,innocent,innocents,53.1,21
2712,substitute,"substituted, substitutes, substituting",53.1,21
2713,supplement,"supplemented, supplementing, supplements",53.1,21
2714,adjustment,adjustments,53.1,21
2715,reasonably,,53.1,21
2716,filter,"filtered, filtering, filters",53.1,21
2717,flexible,,53.1,21
2718,abstract,"abstracted, abstracting, abstracts",53.1,21
2719,tent,"tented, tenting, tents",53.1,20
2720,precise,,53.1,20
2721,distant,,53.1,20
2722,stranger,strangers,53.1,20
2723,shade,"shaded, shades, shading",53.1,20
2724,grain,"grained, graining, grains",53.1,20
2725,situate,"situated, situates, situating",53.1,20
2726,summarize,"summarise, summarised, summarises, summarising, summarized, summarizes, summarizing",53.1,20
2727,leap,"leaped, leaping, leaps, leapt",53.1,20
2728,snap,"snapped, snapping, snaps",53.1,20
2729,probability,probabilities,53.1,20
2730,leather,"leathered, leathering, leathers",53.1,20
2731,uncertainty,uncertainties,53,20
2732,swear,"swearing, swears, swore, sworn",53,20
2733,refugee,refugees,53,20
2734,shore,"shored, shores, shoring",53,20
2735,monthly,,53,20
2736,comprise,"comprised, comprises, comprising",53,20
2737,stir,"stirred, stirring, stirrings, stirs",53,20
2738,excitement,excitements,53,20
2739,sigh,"sighed, sighing, sighs",53,20
2740,pregnancy,pregnancies,53,20
2741,experimental,experimentals,52.9,20
2742,institutional,,52.9,20
2743,slice,"sliced, slices, slicing",52.9,20
2744,wander,"wandered, wandering, wanderings, wanders",52.9,20
2745,empire,empires,52.9,20
2746,subsequently,,52.9,20
2747,gentle,"gentled, gentler, gentles, gentlest, gentling",52.9,20
2748,attendance,attendances,52.9,19
2749,ownership,ownerships,52.9,19
2750,qualification,qualifications,52.9,19
2751,suspend,"suspended, suspending, suspends",52.9,19
2752,functional,,52.9,19
2753,voluntary,,52.9,19
2754,pale,"paled, paler, pales, palest, paling",52.9,19
2755,stain,"stained, staining, stains",52.9,19
2756,athlete,athletes,52.9,19
2757,organic,organics,52.9,19
2758,tongue,"tongued, tongues, tonguing",52.9,19
2759,server,servers,52.8,19
2760,structural,,52.8,19
2761,fool,"fooled, fooling, fools",52.8,19
2762,alongside,,52.8,19
2763,unite,"united, unites, uniting",52.8,19
2764,gently,,52.8,19
2765,compute,"computed, computes, computing",52.8,19
2766,wipe,"wiped, wipes, wiping",52.8,19
2767,weird,"weirder, weirdest",52.8,19
2768,gaze,"gazed, gazes, gazing",52.7,19
2769,fade,"faded, fades, fading",52.7,19
2770,cough,"coughed, coughing, coughs",52.7,19
2771,hypothesis,hypotheses,52.7,19
2772,royal,royals,52.7,19
2773,theoretical,,52.7,19
2774,curtain,"curtained, curtaining, curtains",52.7,18
2775,mayor,mayors,52.5,18
2776,darkness,,52.5,18
2777,aunt,aunts,52.4,18
2778,tournament,tournaments,52.4,17
2779,registration,registrations,52.4,17
2780,fragment,"fragmented, fragmenting, fragments",52.4,17
2781,listener,listeners,52.3,17
2782,tender,tenders,52.1,16
2783,density,densities,52,16
2784,ugly,"uglier, ugliest",52,16
2785,module,modules,51.8,15
2786,faithfully,,51.8,15
2787,autumn,autumns,51.7,15
2788,cheek,"cheeked, cheeks",51.7,15
2789,attachment,attachments,51.7,15
2790,holder,holders,51.6,14
2791,grin,"grinned, grinning, grins",51,12
2792,noun,nouns,50.4,11
2793,fortunate,,50.4,11
2794,alright,,50.3,11
2795,lazy,"lazier, laziest",50,10
2796,hello,,49.9,10
2797,hunger,"hungered, hungering, hungers",49.7,9
2798,insure,"insured, insures, insuring",49.6,9
2799,ashamed,,49.3,8
2800,found,"founded, founding, founds",48.3,7
2801,thirst,"thirsted, thirsting, thirsts",44.8,3
